"source","term_name","term_id","adjusted_p_value","negative_log10_of_adjusted_p_value","term_size","query_size","intersection_size","effective_domain_size","intersections"
"GO:MF","oxidoreductase activity, acting on NAD(P)H","GO:0016651","0.01589264890008822","1.7988037109225967","88","284","8","20166","NDUFB9,FMO5,NDUFA6,ND2,ND3,ND4,ND5,ND6"
"GO:MF","protein binding","GO:0005515","0.021444375077090627","1.6686866052666258","14832","284","237","20166","RAB8A,IFI30,KIAA2013,GGA2,DPH7,VCPKMT,C19ORF25,FUT11,CHCHD1,ANKFN1,C17ORF67,KMT2D,TRIM14,GPSM2,SIRT1,TEX43,ERICH3,YOD1,ABCG5,ABCG8,VWCE,HPS6,IL7R,LYPLA1,ABCF3,PDZK1IP1,TRIM28,LRRC10,RGS13,EFCAB12,KMT2B,PWWP2A,COL3A1,CKLF,CARMIL2,COL16A1,MYLK4,VSIG10L2,BRSK1,CCBE1,SRRM4,PEBP1,DLX2,UBE2E1,DPP4,RANBP1,WIPF1,ACRBP,ANGPTL6,SMTN,CFAP299,TUBB,C22ORF23,PPIE,CFAP221,COL9A2,STAP2,PBX3,PINX1,SAPCD1,IL21R,UMOD,MEGF6,ETV3L,ARHGEF11,ANKRD65,DTNB,MTLN,ATP5IF1,MSMP,TEX11,TXNDC16,ATP5F1E,BMP4,MFRP,KCNH2,M1AP,LRP10,ZBTB9,MRPS12,SELENOS,APOA4,MTHFD2,SDF2,NFU1,PLK1,CDC26,FGF13,ZZEF1,CPAMD8,GFI1B,VPS51,ADRA2B,ZNHIT2,ACOT8,CACFD1,PAF1,ZBTB42,RPS6KA5,SKOR2,RNF165,EXD1,LRRC56,TESMIN,GLI2,CABP2,SMTNL1,UBXN4,NUDCD2,UGT1A6,COL6A1,RAB17,RCBTB2,NUDT15,TNFSF13B,COL4A1,COL4A2,CLIC5,ERICH1,ALKAL2,PLN,RIPPLY2,PEX3,MPC1,CCDC167,VRK2,CCDC152,CENPH,ACOT12,KLF1,EGLN3,HAUS6,SMAGP,HOXC10,RLN3,RASAL3,CYP4F22,KRT1,ENDOV,CD300C,MRPL27,LCP2,CDX1,MYOT,CDC25C,IL17RB,PPP4R2,FHIT,RPUSD3,JAGN1,RSRC1,ATR,DAW1,SCG2,UBXN7,PYROXD2,COL17A1,COL13A1,NODAL,LRRC27,SLITRK6,SOX1,RSPH1,NECTIN3,COL8A1,CCDC80,SMCO4,NDUFB9,TMEM65,SLC30A8,RPLP1,CHRAC1,VXN,TPMT,CD83,MRPL36,PCDHGC3,STING1,INSM1,PTH2R,GLMN,LEPR,ANGPTL3,BSND,LDLRAD1,EPS8L3,SZT2,CCDC24,TSPAN1,MDFI,HMGA1,G0S2,LMOD1,KLHL12,TOMM34,JPH2,LRGUK,RPS19BP1,SMDT1,CRADD,HSD17B13,TAFA2,IMMP2L,PSMB6,SH3BP2,TULP3,FGF6,FGF23,PRMT8,REP15,GTSE1,GABRG1,NMU,HSDL1,TIGD4,OXSR1,TMEM196,IL6,OXNAD1,GLRX5,CEP72,ZNF830,SH2D4A,THNSL2,EPGN,CD8A,ITGA2B,KIF18B,KRT19,GIP,SAMD14,CRTAM,ND2,COX1,COX2,COX3,ND3"
"GO:BP","aerobic electron transport chain","GO:0019646","0.000004634771509481147","5.333971671361447","92","268","12","21092","UQCR10,NDUFB9,NDUFA6,ND2,COX1,COX2,COX3,ND3,ND4,ND5,ND6,CYTB"
"GO:BP","respiratory electron transport chain","GO:0022904","0.000011076234879793563","4.955607843291515","121","268","13","21092","UQCR10,NDUFB9,NDUFA6,IMMP2L,ND2,COX1,COX2,COX3,ND3,ND4,ND5,ND6,CYTB"
"GO:BP","ATP synthesis coupled electron transport","GO:0042773","0.00001226355078163943","4.911383766228395","100","268","12","21092","UQCR10,NDUFB9,NDUFA6,ND2,COX1,COX2,COX3,ND3,ND4,ND5,ND6,CYTB"
"GO:BP","mitochondrial ATP synthesis coupled electron transport","GO:0042775","0.00001226355078163943","4.911383766228395","100","268","12","21092","UQCR10,NDUFB9,NDUFA6,ND2,COX1,COX2,COX3,ND3,ND4,ND5,ND6,CYTB"
"GO:BP","oxidative phosphorylation","GO:0006119","0.00010804262222735899","3.9664048838972814","146","268","13","21092","ATP5F1E,UQCR10,NDUFB9,NDUFA6,ND2,COX1,COX2,COX3,ND3,ND4,ND5,ND6,CYTB"
"GO:BP","acylglycerol homeostasis","GO:0055090","0.0008352732808878701","3.078171410786832","37","268","7","21092","SIRT1,ABCG5,ABCG8,MTLN,APOA4,ANGPTL3,GIP"
"GO:BP","triglyceride homeostasis","GO:0070328","0.0008352732808878701","3.078171410786832","37","268","7","21092","SIRT1,ABCG5,ABCG8,MTLN,APOA4,ANGPTL3,GIP"
"GO:BP","electron transport chain","GO:0022900","0.0009631445879739029","3.016308511374264","176","268","13","21092","UQCR10,NDUFB9,NDUFA6,IMMP2L,ND2,COX1,COX2,COX3,ND3,ND4,ND5,ND6,CYTB"
"GO:BP","cellular respiration","GO:0045333","0.0011379548246087555","2.9438749785495273","241","268","15","21092","MTLN,ATP5F1E,UQCR10,NDUFB9,NDUFA6,IMMP2L,ND2,COX1,COX2,COX3,ND3,ND4,ND5,ND6,CYTB"
"GO:BP","anatomical structure morphogenesis","GO:0009653","0.0013366028028211478","2.8739976325071916","2722","268","64","21092","RAB8A,SIRT1,SOX11,IL7R,TRIM28,SIX4,SIX6,COL3A1,CARMIL2,BRSK1,CCBE1,SOX12,DLX2,ACRBP,ANGPTL6,PBX3,ATP5IF1,BMP4,MFRP,FGF13,VPS51,FOXS1,ADRA2B,PAF1,RPS6KA5,SKOR2,RNF165,EN1,GLI2,SMTNL1,COL6A1,TNFSF13B,COL4A1,COL4A2,RIPPLY2,HOXC10,KRT1,CDX1,MYOT,SCG2,COL13A1,NODAL,SLITRK6,SOX1,NECTIN3,COL8A1,GLMN,LEPR,ANGPTL3,SZT2,MDFI,LMOD1,KLHL12,TGIF2,TULP3,FGF6,FGF23,COQ8B,IL6,EPGN,ITGA2B,KRT19,HOXB4,JHY"
"GO:BP","developmental process","GO:0032502","0.0020394125316753457","2.690494916395104","6424","268","119","21092","RAB8A,KMT2D,SIRT1,HPS6,SOX11,IL7R,TRIM28,LRRC10,SIX4,SIX6,CATSPERE,COL3A1,CARMIL2,BRSK1,CCBE1,SRRM4,SOX12,DLX2,ACRBP,ANGPTL6,SMTN,TUBB,TXNDC8,CFAP221,COL9A2,PBX3,UMOD,ETV3L,DTNB,MTLN,ATP5IF1,TEX11,BMP4,MFRP,M1AP,LRP10,APOA4,FGF13,CPAMD8,GFI1B,VPS51,FOXS1,ADRA2B,PAF1,ZBTB42,CATSPERB,RPS6KA5,SKOR2,RNF165,TESMIN,EN1,GLI2,SMTNL1,COL6A1,RAB17,TNFSF13B,COL4A1,COL4A2,ALKAL2,COL19A1,PLN,RIPPLY2,SPATA9,KLF1,HOXC10,KRT1,EFCAB9,CDX1,MYOT,CDC25C,JAGN1,DAW1,SCG2,COL17A1,COL13A1,NODAL,SLITRK6,SOX1,RSPH1,NECTIN3,COL8A1,TMEM65,VXN,CD83,PCDHGC3,PCDHAC1,INSM1,GLMN,LEPR,ANGPTL3,SZT2,CCDC24,MDFI,LMOD1,KLHL12,TGIF2,JPH2,LRGUK,IMMP2L,TULP3,FGF6,FGF23,COQ8B,IL6,GLRX5,ZNF830,CDKL2,EPGN,CD8A,ITGA2B,KRT19,HOXB4,GIP,SAMD14,CRTAM,JHY,COX1,COX2,ND4"
"GO:BP","multicellular organismal process","GO:0032501","0.002374932437529388","2.6243487407446007","7463","268","133","21092","TAS1R2,RAB8A,ANKFN1,KMT2D,SIRT1,ABCG5,ABCG8,HPS6,SOX11,IL7R,TRIM28,LRRC10,SIX4,SIX6,CATSPERE,COL3A1,COL16A1,BRSK1,CCBE1,SRRM4,SOX12,DLX2,DPP4,ACRBP,ANGPTL6,SMTN,OR4E1,TXNDC8,CFAP221,COL9A2,PBX3,UMOD,ARHGEF11,DTNB,ATP5IF1,TEX11,BMP4,MFRP,KCNH2,M1AP,SELENOS,APOA4,PLK1,FGF13,CPAMD8,GFI1B,VPS51,FOXS1,ADRA2B,PAF1,CATSPERB,RPS6KA5,SKOR2,RNF165,TESMIN,EN1,GLI2,CABP2,SMTNL1,COL6A1,RAB17,TNFSF13B,COL4A1,COL4A2,CLIC5,ALKAL2,COL19A1,PLN,RIPPLY2,SPATA9,KLF1,HOXC10,KRT1,ZACN,EFCAB9,CDX1,MYOT,CDC25C,JAGN1,DAW1,SCG2,COL13A1,NODAL,SLITRK6,SOX1,RSPH1,NECTIN3,COL8A1,NDUFB9,TMEM65,VXN,CD83,PCDHGC3,PCDHAC1,STING1,INSM1,PTH2R,GLMN,LEPR,ANGPTL3,EPS8L3,SZT2,CCDC24,PGC,MDFI,G0S2,LMOD1,KLHL12,TGIF2,JPH2,LRGUK,TAFA2,IMMP2L,TULP3,FGF6,FGF23,GABRG1,NMU,COQ8B,IL6,GLRX5,ZNF830,EPGN,CD8A,ITGA2B,KRT19,HOXB4,GIP,SAMD14,CRTAM,JHY,COX1,ND4"
"GO:BP","energy derivation by oxidation of organic compounds","GO:0015980","0.0029067208644932532","2.5365966719897637","331","268","17","21092","MTLN,ATP5F1E,SELENOS,UQCR10,NDUFB9,LEPR,NDUFA6,IMMP2L,ND2,COX1,COX2,COX3,ND3,ND4,ND5,ND6,CYTB"
"GO:BP","aerobic respiration","GO:0009060","0.0030850613129576585","2.510736200313211","195","268","13","21092","ATP5F1E,UQCR10,NDUFB9,NDUFA6,ND2,COX1,COX2,COX3,ND3,ND4,ND5,ND6,CYTB"
"GO:BP","proton motive force-driven mitochondrial ATP synthesis","GO:0042776","0.0047454305487331944","2.323724378293323","67","268","8","21092","ATP5F1E,NDUFB9,NDUFA6,ND2,ND3,ND4,ND5,ND6"
"GO:BP","purine ribonucleoside triphosphate biosynthetic process","GO:0009206","0.005270971054156236","2.278109368731872","116","268","10","21092","ATP5F1E,NME1-NME2,NDUFB9,NDUFA6,ND2,COX2,ND3,ND4,ND5,ND6"
"GO:BP","purine nucleoside triphosphate biosynthetic process","GO:0009145","0.005699868346040098","2.2441351754237586","117","268","10","21092","ATP5F1E,NME1-NME2,NDUFB9,NDUFA6,ND2,COX2,ND3,ND4,ND5,ND6"
"GO:BP","anatomical structure development","GO:0048856","0.005979950768255231","2.2233023914569237","5836","268","109","21092","RAB8A,KMT2D,SIRT1,SOX11,IL7R,TRIM28,LRRC10,SIX4,SIX6,CATSPERE,COL3A1,CARMIL2,BRSK1,CCBE1,SRRM4,SOX12,DLX2,ACRBP,ANGPTL6,SMTN,TUBB,CFAP221,COL9A2,PBX3,UMOD,DTNB,MTLN,ATP5IF1,TEX11,BMP4,MFRP,LRP10,APOA4,FGF13,CPAMD8,GFI1B,VPS51,FOXS1,ADRA2B,PAF1,ZBTB42,RPS6KA5,SKOR2,RNF165,EN1,GLI2,SMTNL1,COL6A1,RAB17,TNFSF13B,COL4A1,COL4A2,ALKAL2,COL19A1,PLN,RIPPLY2,KLF1,HOXC10,KRT1,EFCAB9,CDX1,MYOT,JAGN1,DAW1,SCG2,COL17A1,COL13A1,NODAL,SLITRK6,SOX1,RSPH1,NECTIN3,COL8A1,TMEM65,VXN,CD83,PCDHGC3,PCDHAC1,INSM1,GLMN,LEPR,ANGPTL3,SZT2,CCDC24,MDFI,LMOD1,KLHL12,TGIF2,JPH2,IMMP2L,TULP3,FGF6,FGF23,COQ8B,IL6,GLRX5,ZNF830,EPGN,CD8A,ITGA2B,KRT19,HOXB4,GIP,SAMD14,CRTAM,JHY,COX1,COX2,ND4"
"GO:BP","mitochondrial electron transport, NADH to ubiquinone","GO:0006120","0.008070858690225367","2.093080256531041","51","268","7","21092","NDUFB9,NDUFA6,ND2,ND3,ND4,ND5,ND6"
"GO:BP","ribonucleoside triphosphate biosynthetic process","GO:0009201","0.008331093039733577","2.0792980154019727","122","268","10","21092","ATP5F1E,NME1-NME2,NDUFB9,NDUFA6,ND2,COX2,ND3,ND4,ND5,ND6"
"GO:BP","system development","GO:0048731","0.009257770092736916","2.0334936086790996","4369","268","87","21092","RAB8A,SIRT1,SOX11,IL7R,LRRC10,SIX4,SIX6,COL3A1,BRSK1,CCBE1,SRRM4,SOX12,DLX2,ANGPTL6,COL9A2,PBX3,UMOD,DTNB,ATP5IF1,TEX11,BMP4,MFRP,APOA4,FGF13,CPAMD8,GFI1B,VPS51,FOXS1,ADRA2B,PAF1,RPS6KA5,SKOR2,RNF165,EN1,GLI2,RAB17,TNFSF13B,COL4A1,COL4A2,ALKAL2,COL19A1,PLN,RIPPLY2,KLF1,HOXC10,KRT1,CDX1,MYOT,JAGN1,DAW1,SCG2,COL13A1,NODAL,SLITRK6,SOX1,NECTIN3,COL8A1,TMEM65,VXN,CD83,PCDHGC3,PCDHAC1,INSM1,GLMN,LEPR,ANGPTL3,SZT2,MDFI,TGIF2,JPH2,IMMP2L,TULP3,FGF6,COQ8B,IL6,GLRX5,ZNF830,EPGN,CD8A,ITGA2B,HOXB4,GIP,SAMD14,CRTAM,JHY,COX1,ND4"
"GO:BP","anatomical structure formation involved in morphogenesis","GO:0048646","0.010660706249422485","1.972214023258131","1157","268","34","21092","SIRT1,SOX11,SIX4,COL3A1,CCBE1,ACRBP,ANGPTL6,ATP5IF1,BMP4,ADRA2B,PAF1,SKOR2,GLI2,COL6A1,TNFSF13B,COL4A1,COL4A2,RIPPLY2,KRT1,CDX1,SCG2,NODAL,COL8A1,GLMN,LEPR,ANGPTL3,LMOD1,KLHL12,TULP3,FGF6,IL6,EPGN,ITGA2B,KRT19"
"GO:BP","cell differentiation","GO:0030154","0.011303179731470055","1.9467993666426868","4256","268","85","21092","RAB8A,KMT2D,SIRT1,HPS6,SOX11,IL7R,TRIM28,LRRC10,SIX4,CATSPERE,COL3A1,BRSK1,SRRM4,SOX12,DLX2,ACRBP,ANGPTL6,TUBB,TXNDC8,CFAP221,PBX3,ETV3L,DTNB,MTLN,ATP5IF1,TEX11,BMP4,MFRP,M1AP,APOA4,FGF13,FOXS1,ADRA2B,PAF1,CATSPERB,RPS6KA5,SKOR2,RNF165,TESMIN,EN1,GLI2,COL6A1,RAB17,TNFSF13B,COL4A1,COL4A2,ALKAL2,COL19A1,SPATA9,KLF1,HOXC10,KRT1,EFCAB9,CDX1,MYOT,JAGN1,COL13A1,NODAL,SLITRK6,SOX1,RSPH1,NECTIN3,COL8A1,VXN,CD83,INSM1,GLMN,LEPR,SZT2,MDFI,LMOD1,KLHL12,TGIF2,LRGUK,TULP3,FGF6,FGF23,IL6,ZNF830,CD8A,KRT19,HOXB4,SAMD14,CRTAM,JHY"
"GO:BP","proton motive force-driven ATP synthesis","GO:0015986","0.01372182599029551","1.8625880923652138","77","268","8","21092","ATP5F1E,NDUFB9,NDUFA6,ND2,ND3,ND4,ND5,ND6"
"GO:BP","cellular developmental process","GO:0048869","0.014196838291225373","1.8478083644593715","4280","268","85","21092","RAB8A,KMT2D,SIRT1,HPS6,SOX11,IL7R,TRIM28,LRRC10,SIX4,CATSPERE,COL3A1,BRSK1,SRRM4,SOX12,DLX2,ACRBP,ANGPTL6,TUBB,TXNDC8,CFAP221,PBX3,ETV3L,DTNB,MTLN,ATP5IF1,TEX11,BMP4,MFRP,M1AP,APOA4,FGF13,FOXS1,ADRA2B,PAF1,CATSPERB,RPS6KA5,SKOR2,RNF165,TESMIN,EN1,GLI2,COL6A1,RAB17,TNFSF13B,COL4A1,COL4A2,ALKAL2,COL19A1,SPATA9,KLF1,HOXC10,KRT1,EFCAB9,CDX1,MYOT,JAGN1,COL13A1,NODAL,SLITRK6,SOX1,RSPH1,NECTIN3,COL8A1,VXN,CD83,INSM1,GLMN,LEPR,SZT2,MDFI,LMOD1,KLHL12,TGIF2,LRGUK,TULP3,FGF6,FGF23,IL6,ZNF830,CD8A,KRT19,HOXB4,SAMD14,CRTAM,JHY"
"GO:BP","multicellular organism development","GO:0007275","0.014349566401225198","1.8431612217453401","4823","268","93","21092","RAB8A,SIRT1,SOX11,IL7R,TRIM28,LRRC10,SIX4,SIX6,COL3A1,BRSK1,CCBE1,SRRM4,SOX12,DLX2,ANGPTL6,COL9A2,PBX3,UMOD,DTNB,ATP5IF1,TEX11,BMP4,MFRP,APOA4,FGF13,CPAMD8,GFI1B,VPS51,FOXS1,ADRA2B,PAF1,RPS6KA5,SKOR2,RNF165,EN1,GLI2,COL6A1,RAB17,TNFSF13B,COL4A1,COL4A2,ALKAL2,COL19A1,PLN,RIPPLY2,KLF1,HOXC10,KRT1,CDX1,MYOT,JAGN1,DAW1,SCG2,COL13A1,NODAL,SLITRK6,SOX1,NECTIN3,COL8A1,TMEM65,VXN,CD83,PCDHGC3,PCDHAC1,INSM1,GLMN,LEPR,ANGPTL3,SZT2,CCDC24,MDFI,KLHL12,TGIF2,JPH2,IMMP2L,TULP3,FGF6,FGF23,COQ8B,IL6,GLRX5,ZNF830,EPGN,CD8A,ITGA2B,KRT19,HOXB4,GIP,SAMD14,CRTAM,JHY,COX1,ND4"
"GO:BP","ATP biosynthetic process","GO:0006754","0.017803235614342112","1.7495010605139665","105","268","9","21092","ATP5F1E,NDUFB9,NDUFA6,ND2,COX2,ND3,ND4,ND5,ND6"
"GO:BP","nucleoside triphosphate biosynthetic process","GO:0009142","0.0180510554555715","1.743497399568323","133","268","10","21092","ATP5F1E,NME1-NME2,NDUFB9,NDUFA6,ND2,COX2,ND3,ND4,ND5,ND6"
"GO:BP","energy coupled proton transmembrane transport, against electrochemical gradient","GO:0015988","0.018269688527726934","1.7382688566891993","4","268","3","21092","COX1,ND4,ND5"
"GO:BP","electron transport coupled proton transport","GO:0015990","0.018269688527726934","1.7382688566891993","4","268","3","21092","COX1,ND4,ND5"
"GO:BP","skeletal system morphogenesis","GO:0048705","0.019869374554150245","1.7018158033459656","231","268","13","21092","SOX11,SIX4,COL3A1,DLX2,BMP4,RIPPLY2,CDX1,COL13A1,NODAL,MDFI,TULP3,FGF6,HOXB4"
"GO:CC","collagen trimer","GO:0005581","6.112978032033484e-9","8.213747164914256","93","287","14","21690","COL3A1,COL16A1,CCBE1,COL21A1,COL9A2,COL6A1,COL4A1,COL4A2,COL19A1,COL17A1,COL13A1,COL8A1,COL25A1,COL28A1"
"GO:CC","inner mitochondrial membrane protein complex","GO:0098800","1.7664380786434727e-7","6.752901581877474","164","287","16","21690","ATP5F1E,UQCR10,MPC1,NDUFB9,SMDT1,NDUFA6,IMMP2L,ND2,COX1,COX2,COX3,ND3,ND4,ND5,ND6,CYTB"
"GO:CC","respiratory chain complex","GO:0098803","0.0000011900223958623192","5.924444865239487","94","287","12","21690","UQCR10,NDUFB9,NDUFA6,ND2,COX1,COX2,COX3,ND3,ND4,ND5,ND6,CYTB"
"GO:CC","mitochondrial protein-containing complex","GO:0098798","0.0000014367843436608922","5.84260841306731","305","287","20","21690","CHCHD1,ATP5F1E,MRPS12,UQCR10,MPC1,MRPL27,NDUFB9,MRPL36,SMDT1,NDUFA6,IMMP2L,ND2,COX1,COX2,COX3,ND3,ND4,ND5,ND6,CYTB"
"GO:CC","mitochondrial respirasome","GO:0005746","0.0000017149076809031455","5.765759254486229","97","287","12","21690","UQCR10,NDUFB9,NDUFA6,ND2,COX1,COX2,COX3,ND3,ND4,ND5,ND6,CYTB"
"GO:CC","endoplasmic reticulum lumen","GO:0005788","0.00000211259146057598","5.675184480028623","312","287","20","21690","COL3A1,COL16A1,COL21A1,COL9A2,TXNDC16,BMP4,APOA4,COL6A1,COL4A1,COL4A2,COL19A1,SCG2,COL17A1,COL13A1,COL8A1,FGF23,COL25A1,COL28A1,IL6,GIP"
"GO:CC","respirasome","GO:0070469","0.00000383025841145654","5.416771925017325","104","287","12","21690","UQCR10,NDUFB9,NDUFA6,ND2,COX1,COX2,COX3,ND3,ND4,ND5,ND6,CYTB"
"GO:CC","mitochondrial inner membrane","GO:0005743","0.000005152273879020085","5.288001059276792","505","287","25","21690","CHCHD1,MTLN,ATP5F1E,SLC25A45,MRPS12,SLC25A43,UQCR10,MPC1,MRPL27,NDUFB9,TMEM65,MRPL36,SMDT1,NDUFA6,IMMP2L,COQ8B,ND2,COX1,COX2,COX3,ND3,ND4,ND5,ND6,CYTB"
"GO:CC","organelle inner membrane","GO:0019866","0.000013245050036157002","4.877946396718518","569","287","26","21690","CHCHD1,SIRT1,MTLN,ATP5F1E,SLC25A45,MRPS12,SLC25A43,UQCR10,MPC1,MRPL27,NDUFB9,TMEM65,MRPL36,SMDT1,NDUFA6,IMMP2L,COQ8B,ND2,COX1,COX2,COX3,ND3,ND4,ND5,ND6,CYTB"
"GO:CC","mitochondrial membrane","GO:0031966","0.00002683484077007288","4.571300977342992","756","287","30","21690","CHCHD1,TRIM14,MTLN,ATP5F1E,SLC25A45,MRPS12,SLC25A43,UQCR10,PLN,MPC1,VRK2,MRPL27,NDUFB9,TMEM65,MRPL36,STING1,TOMM34,SMDT1,NDUFA6,IMMP2L,COQ8B,ND2,COX1,COX2,COX3,ND3,ND4,ND5,ND6,CYTB"
"GO:CC","mitochondrial envelope","GO:0005740","0.00003326655488620875","4.4779921727224","807","287","31","21690","CHCHD1,TRIM14,MTLN,ATP5F1E,SLC25A45,MRPS12,SLC25A43,UQCR10,PLN,MPC1,VRK2,MRPL27,CDC25C,NDUFB9,TMEM65,MRPL36,STING1,TOMM34,SMDT1,NDUFA6,IMMP2L,COQ8B,ND2,COX1,COX2,COX3,ND3,ND4,ND5,ND6,CYTB"
"GO:CC","transmembrane transporter complex","GO:1902495","0.0000895166499196385","4.048096179257177","392","287","20","21690","ABCG5,ABCG8,CATSPERE,KCNH2,UQCR10,CATSPERB,CLIC5,PLN,EFCAB9,NDUFB9,SMDT1,NDUFA6,GABRG1,ND2,COX1,ND3,ND4,ND5,ND6,CYTB"
"GO:CC","transporter complex","GO:1990351","0.0002451546490199795","3.6105598665435257","418","287","20","21690","ABCG5,ABCG8,CATSPERE,KCNH2,UQCR10,CATSPERB,CLIC5,PLN,EFCAB9,NDUFB9,SMDT1,NDUFA6,GABRG1,ND2,COX1,ND3,ND4,ND5,ND6,CYTB"
"GO:CC","NADH dehydrogenase complex","GO:0030964","0.0017272281545198396","2.7626502914398334","53","287","7","21690","NDUFB9,NDUFA6,ND2,ND3,ND4,ND5,ND6"
"GO:CC","respiratory chain complex I","GO:0045271","0.0017272281545198396","2.7626502914398334","53","287","7","21690","NDUFB9,NDUFA6,ND2,ND3,ND4,ND5,ND6"
"GO:CC","mitochondrial respiratory chain complex I","GO:0005747","0.0017272281545198396","2.7626502914398334","53","287","7","21690","NDUFB9,NDUFA6,ND2,ND3,ND4,ND5,ND6"
"GO:CC","complex of collagen trimers","GO:0098644","0.00245065446632588","2.6107179184283336","22","287","5","21690","COL3A1,COL16A1,COL4A1,COL4A2,COL8A1"
"GO:CC","oxidoreductase complex","GO:1990204","0.002649487276745183","2.5768381616950853","130","287","10","21690","UQCR10,NDUFB9,NDUFA6,ND2,COX1,ND3,ND4,ND5,ND6,CYTB"
"GO:CC","mitochondrion","GO:0005739","0.0031082714805477996","2.5074810563592753","1684","287","44","21690","CHCHD1,TRIM14,SIRT1,LRRC10,PINX1,MTLN,ATP5IF1,ATP5F1E,SLC25A45,MRPS12,MTHFD2,NFU1,SLC25A43,UQCR10,PLN,MPC1,VRK2,MRPL27,CDC25C,FHIT,RPUSD3,PYROXD2,NDUFB9,TMEM65,MRPL36,STING1,G0S2,TOMM34,SMDT1,NDUFA6,IMMP2L,HSDL1,COQ8B,GLRX5,CEP72,ND2,COX1,COX2,COX3,ND3,ND4,ND5,ND6,CYTB"
"GO:CC","envelope","GO:0031975","0.003917057727694981","2.4070400279837547","1270","287","36","21690","CHCHD1,TRIM14,SIRT1,LYPLA1,RANBP1,TUBB,MTLN,ATP5F1E,SLC25A45,MRPS12,SLC25A43,UQCR10,UBXN4,PLN,MPC1,VRK2,MRPL27,CDC25C,NDUFB9,TMEM65,MRPL36,STING1,TOMM34,SMDT1,NDUFA6,IMMP2L,COQ8B,ND2,COX1,COX2,COX3,ND3,ND4,ND5,ND6,CYTB"
"GO:CC","organelle envelope","GO:0031967","0.003917057727694981","2.4070400279837547","1270","287","36","21690","CHCHD1,TRIM14,SIRT1,LYPLA1,RANBP1,TUBB,MTLN,ATP5F1E,SLC25A45,MRPS12,SLC25A43,UQCR10,UBXN4,PLN,MPC1,VRK2,MRPL27,CDC25C,NDUFB9,TMEM65,MRPL36,STING1,TOMM34,SMDT1,NDUFA6,IMMP2L,COQ8B,ND2,COX1,COX2,COX3,ND3,ND4,ND5,ND6,CYTB"
"GO:CC","collagen-containing extracellular matrix","GO:0062023","0.005241760895247435","2.280522793431958","429","287","18","21690","COL3A1,COL16A1,COL21A1,ANGPTL6,COL9A2,APOA4,COL6A1,COL4A1,COL4A2,COL19A1,KRT1,COL17A1,COL13A1,COL8A1,CCDC80,ANGPTL3,COL25A1,COL28A1"
