Gene Id,Gene Name,Sphenodon punctatus,Anolis carolinensis,Pogona vitticeps,Laticauda laticaudata,Naja naja,Notechis scutatus,Pseudonaja textilis,Varanus komodoensis,Podarcis muralis,Salvator merianae,Pelodiscus sinensis,Chelydra serpentina,Chrysemys picta bellii,Terrapene carolina triunguis,Gopherus agassizii,Gopherus evgoodei,Chelonoidis abingdonii,Pelusios castaneus,Crocodylus porosus,Aquila chrysaetos chrysaetos,Struthio camelus australis,Taeniopygia guttata,Anas platyrhynchos platyrhynchos,Gallus gallus
ENSACAG00000000059,HPS5,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000000060,GTF2H1,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000000061,,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000000062,TSG101,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,
ENSACAG00000000063,,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000000064,,,,0.0,,,,,0.0,,,0.0,,,,,,,,0.0,0.0,,,,0.0
ENSACAG00000000065,TMEM86A,1.0,,,,,,,,,,1.0,,,1.0,,,,,,,,,,
ENSACAG00000000066,IGSF22,0.0,,,0.0,,0.0,,,,,,,,,,,0.0,,,,,,,
ENSACAG00000000067,PTPN5,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000000068,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,0.0,
ENSACAG00000000070,OSBPL5,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000000071,PSMG1,,,,,,,,,,,,0.0,,,,,,,,,,,,
ENSACAG00000000073,CARS1,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000000074,NAP1L4,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000000075,,,3.0,3.0,3.0,,,,,,,0.0,,,,,2.0,,,,,,,,
ENSACAG00000000076,,,3.0,3.0,3.0,,,,,,,0.0,,,,,2.0,,,,,,,,
ENSACAG00000000077,SLC22A18,,,,0.0,,,,,,,,,,,,,,,,,,,,
ENSACAG00000000079,NR2F2,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000000080,ARRDC4,,,,,,,,,,,,,,,0.0,,,,,,,,,
ENSACAG00000000081,,,,,,,,,,,,,,,,,,,1.0,,,,,,
ENSACAG00000000082,,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000000083,,,,,,,1.0,,1.0,0.0,,,,,,,,,,,,,,0.0,
ENSACAG00000000084,SLCO3A1,,,,2.0,,3.0,,,,,,,,,,,,,3.0,,,,,
ENSACAG00000000085,ST8SIA2,,,,3.0,,,,,,,,,,,3.0,,,,,,,,,
ENSACAG00000000086,,3.0,,,,3.0,,,,,,,,,,,,,,,,,,,
ENSACAG00000000087,FAM174B,0.0,,,0.0,,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,,,,0.0,,,,,
ENSACAG00000000088,,,,,,,,0.0,,,,,,,,,,,,,,,,,
ENSACAG00000000089,RGMA,1.0,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000000090,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,
ENSACAG00000000091,,,,,0.0,,,,,,,,,,,,,,,,,,,,
ENSACAG00000000092,,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000000094,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,
ENSACAG00000000095,SHANK3,,,,,,,,,,,,,3.0,,,,,,2.0,,,,,
ENSACAG00000000097,ST3GAL4,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000000098,PPP2R5C,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000000099,ADRA1D,,,,,0.0,,,,,,,,,,,,,,,,,,,
ENSACAG00000000100,SMOX,,,,,0.0,,,,,,,,,,,,,,,,,,,
ENSACAG00000000101,DCPS,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000000102,DYNC1H1,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000000103,TIRAP,,,,,,,,,,,,,,,,,,,,,0.0,,,
ENSACAG00000000106,CACNA1E,,,,0.0,,,,,,,,,,,,,,,,,,,,
ENSACAG00000000107,FOXRED1,,,,,,,,,,,,,,,,,,,,,0.0,,,
ENSACAG00000000108,SRPRA,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000000109,FAM118B,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,
ENSACAG00000000111,,0.0,,,,,,,0.0,,,,,,,,,,,0.0,,,,,
ENSACAG00000000112,RRM2,1.0,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000000113,,0.0,,0.0,0.0,,,0.0,0.0,0.0,,0.0,,0.0,,,0.0,0.0,,0.0,,,,,0.0
ENSACAG00000000114,,0.0,,0.0,0.0,,,0.0,0.0,0.0,,0.0,,0.0,,,0.0,0.0,,0.0,,,,,0.0
ENSACAG00000000115,PARS2,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,
ENSACAG00000000118,,0.0,,,2.0,,,,2.0,,,,,,,1.0,,,0.0,0.0,,0.0,,,
ENSACAG00000000119,CETN3,,,,,,,,,,,,,,,0.0,,,,,,,,,
ENSACAG00000000120,EI24,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000000122,,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000000124,TTC22,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000000125,,,,,,,,,,,,,,2.0,,,,,,,,,1.0,,1.0
ENSACAG00000000126,,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000000128,KLF11,,,,,,,,,,,,,,,0.0,,,,,,,,,
ENSACAG00000000129,LEXM,0.0,,,,,0.0,,0.0,,,0.0,,,,,,,,0.0,,0.0,,,0.0
ENSACAG00000000130,DHCR24,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000000131,,2.0,,12.0,9.0,,,15.0,10.0,,,,,4.0,,,,4.0,3.0,4.0,,,,5.0,
ENSACAG00000000132,GRHL1,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000000133,,2.0,,12.0,9.0,,,15.0,10.0,,,,,4.0,,,,4.0,3.0,4.0,,,,5.0,
ENSACAG00000000135,,2.0,,12.0,9.0,,,15.0,10.0,,,,,4.0,,,,4.0,3.0,4.0,,,,5.0,
ENSACAG00000000136,STT3A,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000000139,,,,,,,,,,,,,,,,,,,,0.0,,,,,
ENSACAG00000000140,KCNK9,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000000141,PTPN22,,,,,,,0.0,,,,0.0,,,,,,,,,,,,,
ENSACAG00000000144,TRAPPC9,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,
ENSACAG00000000146,PCSK9,,,,,,,,,,,,,,,,,,,,,0.0,,,
ENSACAG00000000150,RSBN1,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000000151,,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000000152,TAF1B,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0
ENSACAG00000000153,PHTF1,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,
ENSACAG00000000154,CABLES1,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000000155,CHEK1,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0
ENSACAG00000000156,NAB1,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,
ENSACAG00000000157,,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000000159,RIOK3,,,,,,,,,,,,,,,,,,,0.0,,,,,
ENSACAG00000000160,MAGI3,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000000163,,,,,0.0,,,0.0,0.0,,,,,0.0,,,,,,,,0.0,,,
ENSACAG00000000164,WDR20,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,
ENSACAG00000000165,CDON,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000000166,CHRAC1,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,
ENSACAG00000000167,AGO2,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000000168,USP24,,,,0.0,,,,,,,,,,,,,,,,,,,,
ENSACAG00000000169,MOK,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000000170,VPS16,,,,,,0.0,,,,,,,,,,,,,,,,0.0,0.0,
ENSACAG00000000171,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,
ENSACAG00000000173,DDX25,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000000175,RMC1,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000000176,TECPR2,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000000177,ERLIN2,,1.0,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000000178,,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000000179,PROZ,,,,0.0,1.0,,,,1.0,,1.0,,1.0,,,,1.0,,,,1.0,,,
ENSACAG00000000180,ANKRD9,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,
ENSACAG00000000181,PLPBP,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000000182,RCOR1,,,,0.0,,,,,,,,,,,,,,,,,,,,
ENSACAG00000000184,CACNG4,,,,,,,,,,,,,,3.0,,,,,0.0,,,,,
ENSACAG00000000185,HYLS1,0.0,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000000186,PUS3,2.0,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000000187,MAST3,,,,,,,0.0,,,,,,,,,,,,,,,,1.0,
ENSACAG00000000188,PCID2,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000000189,RPUSD4,,,,,,,,,,,,,,,,,,,,,,0.0,,
ENSACAG00000000190,ETFA,,,,,,,0.0,,,,,,,,,,,,0.0,,,,,
ENSACAG00000000191,ADAL,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000000192,TM2D3,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000000193,NSUN5,,,,,,,,,,,,,,,,,,,,,,0.0,,
ENSACAG00000000194,C2orf50,1.0,,,1.0,,,1.0,,,,,,,,,,,1.0,,,,,1.0,
ENSACAG00000000195,ADGRA2,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,
ENSACAG00000000197,RPLP1,,,0.0,,,,,0.0,,,,,,,,,,,,,0.0,,,
ENSACAG00000000198,ROCK2,,,,,,,,,,,2.0,,,,,3.0,,,,,,,,
ENSACAG00000000199,TARS3,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,
ENSACAG00000000200,PANX3,2.0,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000000201,NPC1,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000000202,TRAF3,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000000203,PTK2,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000000204,CACNG1,,,,0.0,1.0,,,,,,1.0,1.0,,,,,,,0.0,,,,,
ENSACAG00000000205,SIAE,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,
ENSACAG00000000206,HELZ,,,,0.0,,,,,,,,,,,,1.0,,,0.0,,,,,
ENSACAG00000000207,AMN,0.0,,,,,,,,0.0,,,,,,,,,0.0,,,,,,
ENSACAG00000000210,PSMD12,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000000211,CEP20,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000000212,CUL4A,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000000213,,,1.0,,0.0,,,,,,,0.0,,,,,,,,,,,,,
ENSACAG00000000214,CDC42BPB,,,,,,,,,,,,,,3.0,3.0,,,,2.0,,,,,
ENSACAG00000000215,SPA17,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,
ENSACAG00000000216,TJP1,1.0,,,,1.0,,,,,1.0,,,,,,,,,,,,,,
ENSACAG00000000219,,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000000222,CPXM1,,,,1.0,,,,,,,0.0,,,,,,,,0.0,,0.0,,,
ENSACAG00000000223,,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000000224,,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000000225,BRF2,,,,,,,,,,,,,,,,,,,0.0,,,,,
ENSACAG00000000226,,,,,0.0,,,,,,,,,,,,,,,,,,,,
ENSACAG00000000227,ESAM,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0
ENSACAG00000000228,,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000000229,SRM,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000000230,ANK3,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000000231,RHBDL1,,,,,0.0,,0.0,,,,,,,,,,,,0.0,,0.0,,,
ENSACAG00000000233,,,,,,,,,,,,,,,,,,,,0.0,,,1.0,,
ENSACAG00000000234,MSANTD2,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000000236,PCGF3,,,,,,,,,,,,,,,,,,,,,,,1.0,
ENSACAG00000000237,ROBO3,,,,,,,,,,,,,2.0,,2.0,,,,,,,1.0,,
ENSACAG00000000239,PITPNC1,,,,,,,0.0,,,,,,,,,,,,,,0.0,,,
ENSACAG00000000240,FLRT1,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0
ENSACAG00000000241,GOT1L1,2.0,,,,,,,,,,,,,,,,,,2.0,,,,,
ENSACAG00000000242,MTOR,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000000244,CDH9,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000000245,SLC49A3,2.0,,,2.0,,,,,,,2.0,,,,,,,,2.0,,,,,
ENSACAG00000000246,,0.0,,,,,,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,,,,,,
ENSACAG00000000247,STIP1,,,,,,,,,,,,,,,,,,,0.0,,,,,
ENSACAG00000000248,,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000000249,FOXO6,,,,,,,,,,,0.0,,,,,,,,,,,,,
ENSACAG00000000251,,,,,,,,,,,,,,,,,,,,,,,0.0,,
ENSACAG00000000252,TLL1,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000000253,NOL11,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000000254,,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000000255,SMO,,,,,,,,,,,,,,,,,,,,,0.0,,,
ENSACAG00000000256,DGKQ,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000000260,CPE,,,,,,0.0,,,,,,,,,,,,,,,,,,
ENSACAG00000000261,,,,,2.0,,,,,,,2.0,,,,,,,,,,2.0,,2.0,
ENSACAG00000000262,HIVEP3,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000000263,E2F6,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000000264,LAMP1,,3.0,,3.0,,,3.0,3.0,,,,3.0,,,,,3.0,,,,,,,
ENSACAG00000000265,GRTP1,,,,,,,,,,,,,,,,,,,,1.0,,,,
ENSACAG00000000267,GREB1,,,,0.0,,,,,,,,,,,,,,,,,,,,
ENSACAG00000000268,SERINC2,,,,,,,,,,,,,,,,,,,,2.0,,,,
ENSACAG00000000269,BPTF,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000000270,,,,,,0.0,,0.0,,,,,,,,,,,,0.0,,,,,
ENSACAG00000000271,MSMO1,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,
ENSACAG00000000272,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,
ENSACAG00000000273,,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000000274,,,,,2.0,,,,,,,,,,,,,,,1.0,,1.0,,,1.0
ENSACAG00000000275,FAM189A1,2.0,2.0,,2.0,,,,,,,,,,,,,,,,,,,,
ENSACAG00000000276,,0.0,,,,,,,,0.0,,,,,,,,,,0.0,,,,,0.0
ENSACAG00000000278,OTULIN,,,,,,,,,,,,1.0,,,,,,,,,,,,
ENSACAG00000000279,TUT7,,,,,,0.0,,,,,,,,,,,,,,,,,,
ENSACAG00000000280,,0.0,,0.0,,,,,0.0,,,,,,,,,,,0.0,,,,,
ENSACAG00000000281,MKNK2,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,
ENSACAG00000000282,,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000000284,STX17,,,3.0,2.0,,2.0,,,,,,,,,,3.0,,,,,,3.0,,
ENSACAG00000000286,,,,,,,,2.0,,,,,,,,,,,,,,,,,
ENSACAG00000000288,GP1BB,0.0,,,,,,,2.0,,,,,,,,,,,,,,,,
ENSACAG00000000289,ANKRD29,,,,,,,,,1.0,,,,,,,,,,,,,,,
ENSACAG00000000290,,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000000291,,4.0,5.0,,,5.0,,,,,,,,,,,,,,,,,,,
ENSACAG00000000294,,,,,,,,,,,,,,,,,,,,0.0,,,,,
ENSACAG00000000295,ASH2L,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000000296,,0.0,,,,,0.0,,1.0,,,,,,,,,,1.0,0.0,,,,,0.0
ENSACAG00000000298,,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000000300,SCCPDH,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000000301,KLHL2,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000000302,FBXL7,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000000303,RABL6,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,
ENSACAG00000000304,LAMA3,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000000305,MARCHF11,,,,0.0,,,,,,,,,,,,,,,,,,,,
ENSACAG00000000306,ZNF622,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000000307,CDS2,,,,,,0.0,,,,,,,,,,,,,,,,,,
ENSACAG00000000308,IDUA,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000000309,DCUN1D2,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000000310,,0.0,,0.0,,0.0,0.0,,0.0,,,,,,,,,,,0.0,,,,0.0,
ENSACAG00000000311,,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000000315,,,16.0,,8.0,,,7.0,14.0,,,,46.0,,,,41.0,,,,,1.0,,,0.0
ENSACAG00000000317,C17orf58,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000000318,ZNF507,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000000319,KPNA2,,,,,,,,,,,1.0,,,,,,,,,,,,,
ENSACAG00000000320,,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0
ENSACAG00000000321,,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000000322,,0.0,,0.0,,,,,0.0,,0.0,,0.0,0.0,,,,,0.0,0.0,,0.0,,,0.0
ENSACAG00000000324,RETREG1,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,
ENSACAG00000000325,LPIN1,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000000328,,,,,0.0,0.0,,,,,,0.0,,,,,,,,,,,0.0,0.0,
ENSACAG00000000329,,,,,,4.0,,,,,,3.0,,,,,,,,3.0,,3.0,,,
ENSACAG00000000330,FERMT3,2.0,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000000332,SLITRK1,0.0,,0.0,,,,,,,,,,0.0,,,,,,,,,0.0,0.0,
ENSACAG00000000334,NXPH2,3.0,,,,,,,,3.0,,3.0,,,,,,,,3.0,,,,,
ENSACAG00000000336,TRPC7,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000000338,SPOPL,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000000339,,,,,,,,,,,,0.0,,,,,,,,,,,,0.0,0.0
ENSACAG00000000340,TBPL1,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000000342,,,,,,,0.0,,,,,,,,,,,,,,,0.0,,0.0,
ENSACAG00000000343,UNC5D,,,,3.0,,,,,,,3.0,3.0,,3.0,,,,,,,3.0,,3.0,
ENSACAG00000000344,EXOC5,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000000347,TP63,,,,,2.0,,,,,,,2.0,,,,,,,,,,,,
ENSACAG00000000349,FAM20C,,,,,,,,,,,3.0,,,,,,,,,,,,,
ENSACAG00000000350,XIRP2,1.0,,,,,,,,,,,,1.0,,,,,,,,,0.0,,
ENSACAG00000000351,MYO10,,1.0,,,0.0,,0.0,,,1.0,,,,1.0,,,,,,1.0,,,,1.0
ENSACAG00000000352,,,,,,,,,2.0,,,0.0,,1.0,,,,,,,,1.0,,,
ENSACAG00000000353,,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000000355,SUCLG1,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000000356,,1.0,,,,,,,1.0,,1.0,,,,,,,,,,1.0,,,,1.0
ENSACAG00000000359,,,,0.0,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000000361,,,,2.0,,2.0,,,,,,1.0,,,,,,,,1.0,,,,,
ENSACAG00000000362,,,,,,,,,,,,0.0,,,,,,,,,,,,,
ENSACAG00000000363,IMPDH1,,,,,,,,,0.0,,0.0,0.0,,,,,,,0.0,0.0,0.0,,,
ENSACAG00000000364,FBXO41,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000000366,TNFAIP2,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,
ENSACAG00000000367,TMCO3,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000000369,ISCA1,,,,,,,,,,,,1.0,,1.0,,,,,,1.0,,,,
ENSACAG00000000371,GOLM1,,,,,,,1.0,,,,,,,,,,,,,,,,,
ENSACAG00000000373,,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000000374,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,
ENSACAG00000000375,SUPT5H,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,0.0
ENSACAG00000000376,,0.0,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,,,,,0.0,
ENSACAG00000000378,SCAP,,,,,0.0,,,,,,,,,,,,,,,,,,,
ENSACAG00000000380,OLFM4,,,,,,,,,,,1.0,,,,,,,,,,,,,
ENSACAG00000000382,CCDC149,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000000383,DPY19L3,,,,2.0,,,,,,,,,,,,,2.0,,,,,,,
ENSACAG00000000384,TRIB2,,,,,,,,,,,3.0,,,,,,,,3.0,,,,,
ENSACAG00000000385,PCNA,,,,,,,,,,,,,,,,,,,,,,,,
