"source","term_name","term_id","adjusted_p_value","negative_log10_of_adjusted_p_value","term_size","query_size","intersection_size","effective_domain_size","intersections"
"GO:MF","sialic acid binding","GO:0033691","8.368176180637107e-9","8.077369184897325","22","1141","13","20166","SIGLEC11,SIGLEC9,SIGLEC7,CD33,SIGLEC10,SIGLEC8,SIGLEC12,SIGLEC6,SIGLEC5,SIGLEC14,SELE,MAG,SIGLECL1"
"GO:MF","estrogen 16-alpha-hydroxylase activity","GO:0101020","0.000006607775649870254","5.17994471079624","8","1141","7","20166","CYP1B1,CYP1A1,CYP1A2,CYP3A5,CYP3A7,CYP3A4,CYP3A43"
"GO:MF","complement receptor activity","GO:0004875","0.000006914812959211295","5.160219562753663","11","1141","8","20166","C5AR1,C5AR2,GPR32,FPR1,FPR2,FPR3,GPR33,C3AR1"
"GO:MF","bile acid:sodium symporter activity","GO:0008508","0.000015430516920028696","4.811619524892411","6","1141","6","20166","SLC10A3,SLC10A2,SLC10A1,SLC10A4,SLC10A6,SLC10A5"
"GO:MF","peptide receptor activity","GO:0001653","0.00001783811208596512","4.748651111508895","154","1141","28","20166","GPR32,FPR1,FPR2,FPR3,F2R,GALR3,GALR1,CCKAR,QRFPR,CCKBR,RXFP4,GPR171,SSTR4,LTB4R2,LTB4R,GUCY2D,LINC02210-CRHR1,RXFP3,CCR4,CCR8,CCR3,CCR1,CCR2,CCR5,CCRL2,CX3CR1,ACKR2,XCR1"
"GO:MF","G protein-coupled peptide receptor activity","GO:0008528","0.000028919328968311493","4.5388117884432235","148","1141","27","20166","GPR32,FPR1,FPR2,FPR3,F2R,GALR3,GALR1,CCKAR,QRFPR,CCKBR,RXFP4,GPR171,SSTR4,LTB4R2,LTB4R,LINC02210-CRHR1,RXFP3,CCR4,CCR8,CCR3,CCR1,CCR2,CCR5,CCRL2,CX3CR1,ACKR2,XCR1"
"GO:MF","C-C chemokine receptor activity","GO:0016493","0.00008950239743768112","4.04816533138788","23","1141","10","20166","CCR4,CCR8,CCR3,CCR1,CCR2,CCR5,CCRL2,CX3CR1,ACKR2,XCR1"
"GO:MF","C-C chemokine binding","GO:0019957","0.00014564903158576276","3.8366923986323154","24","1141","10","20166","CCR4,CCR8,CCR3,CCR1,CCR2,CCR5,CCRL2,CX3CR1,ACKR2,XCR1"
"GO:MF","endogenous lipid antigen binding","GO:0030883","0.00027385092572596725","3.5624857866431756","5","1141","5","20166","CD1D,CD1A,CD1C,CD1B,CD1E"
"GO:MF","exogenous lipid antigen binding","GO:0030884","0.00027385092572596725","3.5624857866431756","5","1141","5","20166","CD1D,CD1A,CD1C,CD1B,CD1E"
"GO:MF","ethanolamine kinase activity","GO:0004305","0.00027385092572596725","3.5624857866431756","5","1141","5","20166","CHKB-CPT1B,CHKB,CHKA,ETNK1,ETNK2"
"GO:MF","lipid antigen binding","GO:0030882","0.00027385092572596725","3.5624857866431756","5","1141","5","20166","CD1D,CD1A,CD1C,CD1B,CD1E"
"GO:MF","G protein-coupled chemoattractant receptor activity","GO:0001637","0.0003554845616920081","3.4491792554618077","26","1141","10","20166","CCR4,CCR8,CCR3,CCR1,CCR2,CCR5,CCRL2,CX3CR1,ACKR2,XCR1"
"GO:MF","chemokine receptor activity","GO:0004950","0.0003554845616920081","3.4491792554618077","26","1141","10","20166","CCR4,CCR8,CCR3,CCR1,CCR2,CCR5,CCRL2,CX3CR1,ACKR2,XCR1"
"GO:MF","chemokine binding","GO:0019956","0.0005270659341178205","3.278135052657652","33","1141","11","20166","CCR4,CCR8,CCR3,CCR1,CCR2,CCR5,CCRL2,HMGB1,CX3CR1,ACKR2,XCR1"
"GO:MF","peptide binding","GO:0042277","0.0006147901735447903","3.2112730826319202","325","1141","41","20166","TRAV8-4,FPR2,GALR3,GALR1,CCKAR,CCKBR,GPR22,GPR150,LBP,APBB2,APBB1,APBB3,GRIA3,NUP153,POM121L2,HLA-DQB2,NUP214,MRGPRX2,POM121L12,POM121,POM121C,NPAP1,GPR171,SSTR4,HLA-DRB5,HLA-DRB1,LINC02210-CRHR1,PPIA,PPIAL4A,PPIAL4E,PPIAL4F,PPIAL4D,PPIAL4H,PPIAL4G,PPIAL4C,NLGN1,CD1D,CD1A,CD1C,CD1B,CD1E"
"GO:MF","amide binding","GO:0033218","0.0008149765668526964","3.0888548784169254","400","1141","47","20166","TRAV8-4,FPR2,GALR3,GALR1,CCKAR,CCKBR,GPR22,GPR150,LBP,PLTP,APBB2,APBB1,APBB3,FKBP1A,GRIA3,NUP153,POM121L2,HLA-DQB2,FKBP1B,NUP214,MRGPRX2,CD300LF,POM121L12,POM121,POM121C,NPAP1,GPR171,SSTR4,HLA-DRB5,HLA-DRB1,MAG,DBI,LINC02210-CRHR1,PPIA,PPIAL4A,PPIAL4E,PPIAL4F,PPIAL4D,PPIAL4H,PPIAL4G,PPIAL4C,NLGN1,CD1D,CD1A,CD1C,CD1B,CD1E"
"GO:MF","protein tyrosine kinase binding","GO:1990782","0.001663175185361128","2.77906200331892","120","1141","21","20166","SHC3,SHC4,SHC1,SIRPA,CEACAM4,CEACAM3,CEACAM1,PSG3,PSG8,PSG1,PSG6,PSG7,PSG4,PSG9,CEACAM20,ITGAX,PITPNM1,CBL,ALKAL1,CD2,FCRL3"
"GO:MF","secondary active monocarboxylate transmembrane transporter activity","GO:0015355","0.0020958621544161075","2.6786372844483712","14","1141","7","20166","SLC10A3,SLC10A2,SLC10A1,SLC10A4,SLC10A6,SLC10A5,SLC16A7"
"GO:MF","immune receptor activity","GO:0140375","0.00256706496105163","2.590563141118469","143","1141","23","20166","C5AR1,C5AR2,GPR32,FPR1,FPR2,FPR3,GPR33,C3AR1,IL1RAPL2,HLA-DQB2,HLA-DRB1,KIR2DL4,KIR3DL1,CCR4,CCR8,CCR3,CCR1,CCR2,CCR5,CCRL2,CX3CR1,ACKR2,XCR1"
"GO:MF","lipopeptide binding","GO:0071723","0.002659583632927052","2.5751863483598925","10","1141","6","20166","LBP,CD1D,CD1A,CD1C,CD1B,CD1E"
"GO:MF","immunoglobulin receptor binding","GO:0034987","0.0029306737211735917","2.53303252990054","78","1141","16","20166","IGHV2-5,IGHV2-26,IGHV2-70D,IGHV2-70,IGHV2OR16-5,IGHV6-1,IGHV4-4,IGHV4-28,IGHV4-31,IGHV4-34,IGHV4-39,IGHV4-59,IGHV4-61,IGHV4OR15-8,TARM1,IGHM"
"GO:MF","serine-type peptidase activity","GO:0008236","0.003084589740825288","2.5108025901863242","197","1141","28","20166","PRSS21,PLG,KLK1,KLK3,KLK2,KLK4,KLK5,KLK7,KLK8,KLK11,KLK12,KLK14,PRSS3,MMP13,TMPRSS4,PRSS58,PRSS1,PRSS2,PRSS54,PRSS16,PRTN3,ELANE,DPP10,CFI,CELA1,CTRC,CTRB2,CTRB1"
"GO:MF","cyclosporin A binding","GO:0016018","0.0033353979397022612","2.4768523438443357","20","1141","8","20166","PPIA,PPIAL4A,PPIAL4E,PPIAL4F,PPIAL4D,PPIAL4H,PPIAL4G,PPIAL4C"
"GO:MF","serine-type endopeptidase activity","GO:0004252","0.004392059324953316","2.3573318023635523","179","1141","26","20166","PRSS21,PLG,KLK1,KLK3,KLK2,KLK4,KLK5,KLK7,KLK8,KLK11,KLK12,KLK14,PRSS3,MMP13,TMPRSS4,PRSS58,PRSS1,PRSS2,PRSS54,PRTN3,ELANE,CFI,CELA1,CTRC,CTRB2,CTRB1"
"GO:MF","serine hydrolase activity","GO:0017171","0.004544288338390613","2.3425341201229375","201","1141","28","20166","PRSS21,PLG,KLK1,KLK3,KLK2,KLK4,KLK5,KLK7,KLK8,KLK11,KLK12,KLK14,PRSS3,MMP13,TMPRSS4,PRSS58,PRSS1,PRSS2,PRSS54,PRSS16,PRTN3,ELANE,DPP10,CFI,CELA1,CTRC,CTRB2,CTRB1"
"GO:MF","N-formyl peptide receptor activity","GO:0004982","0.0048560970663913345","2.313712640924393","4","1141","4","20166","GPR32,FPR1,FPR2,FPR3"
"GO:MF","2'-5'-oligoadenylate synthetase activity","GO:0001730","0.0048560970663913345","2.313712640924393","4","1141","4","20166","OAS1,OAS3,OAS2,OASL"
"GO:MF","N-acetylgalactosaminyl-proteoglycan 3-beta-glucuronosyltransferase activity","GO:0050510","0.0048560970663913345","2.313712640924393","4","1141","4","20166","CHPF,CHPF2,CHSY1,CHSY3"
"GO:MF","NAD+-protein ADP-ribosyltransferase activity","GO:1990404","0.005120846908881379","2.2906582074934434","21","1141","8","20166","PARP16,PARP6,PARP8,PARP14,ART3,ART5,ART1,ART4"
"GO:MF","bile acid transmembrane transporter activity","GO:0015125","0.005120846908881379","2.2906582074934434","21","1141","8","20166","SLC10A3,SLC10A2,SLC10A1,SLC10A4,SLC10A6,SLC10A5,CEACAM1,SLC51A"
"GO:MF","growth hormone receptor binding","GO:0005131","0.005569890944827661","2.254153307972272","11","1141","6","20166","TYK2,CSH2,GH2,CSH1,CSHL1,GH1"
"GO:MF","monocarboxylate:sodium symporter activity","GO:0140161","0.010604989727560252","1.974489747823144","12","1141","6","20166","SLC10A3,SLC10A2,SLC10A1,SLC10A4,SLC10A6,SLC10A5"
"GO:MF","structural constituent of cytoskeleton","GO:0005200","0.010884618248979098","1.9631867981588706","105","1141","18","20166","TUBA3C,TUBA3E,TUBA3D,TUBA1B,TUBA1A,TUBA1C,CTNNA2,ACTG1,ACTB,TPM1,TUBB2A,TUBB2B,KRT15,TUBB1,VIM,HLA-DRB1,TUBA4B,CROCC"
"GO:MF","peptidyl-prolyl cis-trans isomerase activity","GO:0003755","0.01477489650120325","1.8304755526879082","45","1141","11","20166","FKBP1A,FKBP1C,FKBP1B,PPIA,PPIAL4A,PPIAL4E,PPIAL4F,PPIAL4D,PPIAL4H,PPIAL4G,PPIAL4C"
"GO:MF","G protein-coupled amine receptor activity","GO:0008227","0.018433455955310214","1.7343932344165487","46","1141","11","20166","OR6T1,OR10H2,OR10H5,OR10H1,OR10H3,OR10H4,CHRM2,TAAR5,TAAR2,HRH1,TAAR1"
"GO:MF","NAD+-protein-arginine ADP-ribosyltransferase activity","GO:0106274","0.023185081629052827","1.6347913707198782","5","1141","4","20166","ART3,ART5,ART1,ART4"
"GO:MF","nerve growth factor receptor binding","GO:0005163","0.023185081629052827","1.6347913707198782","5","1141","4","20166","NTF4,BDNF,NTF3,NGF"
"GO:MF","estrogen 2-hydroxylase activity","GO:0101021","0.023185081629052827","1.6347913707198782","5","1141","4","20166","CYP1A1,CYP1A2,CYP3A7,CYP3A4"
"GO:MF","cis-trans isomerase activity","GO:0016859","0.028135712542398876","1.550742081778393","48","1141","11","20166","FKBP1A,FKBP1C,FKBP1B,PPIA,PPIAL4A,PPIAL4E,PPIAL4F,PPIAL4D,PPIAL4H,PPIAL4G,PPIAL4C"
"GO:MF","NAD+ ADP-ribosyltransferase activity","GO:0003950","0.030505928602017538","1.5156157505242733","26","1141","8","20166","PARP16,PARP6,PARP8,PARP14,ART3,ART5,ART1,ART4"
"GO:MF","taste receptor activity","GO:0008527","0.030505928602017538","1.5156157505242733","26","1141","8","20166","FFAR4,TAS2R16,TAS2R4,TAS2R5,TAS2R38,TAS2R39,TAS2R40,TAS2R1"
"GO:MF","bitter taste receptor activity","GO:0033038","0.03505467036746467","1.4552541123707834","20","1141","7","20166","TAS2R16,TAS2R4,TAS2R5,TAS2R38,TAS2R39,TAS2R40,TAS2R1"
